	Predictions													Projections												
metaphysicist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.066359797	-0.080894854	-0.140165804	-0.184102522	-0.219594661	-0.219848434	-0.290859264	-0.320168747	-0.362916427	-0.500323401	-0.494515156	-0.292429557	-0.605706971
meterman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.363703434	-0.260382513	-0.253859105	-0.305014513	-0.36311655	-0.327975116	-0.321472277	-0.362740757	-0.427636151	-0.490798807	-0.287846014	-0.176081011	-0.157605367
methodologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.022028294	-0.113750884	-0.090085692	-0.184229735	-0.2689803	-0.263929894	-0.479963449	-0.523967265	-0.51464095	-0.493053596	-0.348195757	-0.373931046	-0.366733158
metrologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.144719921	-0.071029389	-0.088653226	-0.239148676	-0.146129818	-0.227442517	-0.306343273	-0.262172279	-0.354644877	-0.297341051	-0.197509421	-0.09777748	-0.357263031
mft	1	1	2	2	2	2	2	2	2	1	2	1	2	-0.043002921	-0.152374162	0.021248526	0.122299576	0.102015899	0.139518137	0.161146749	0.131223923	0.015500472	-0.148620763	0.047351123	-0.02412274	0.297287386
mfts	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.125539575	-0.199047727	-0.171521813	-0.001387044	-0.130280816	-0.126755505	-0.184133659	-0.223152017	-0.32835658	-0.514166478	-0.423941307	-0.431573205	-0.483870662
microfilmer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.018760832	-0.196003432	-0.118566681	-0.127489184	-0.210542198	-0.444705439	-0.389949726	-0.415609069	-0.584912041	-0.437648746	-0.3432609	-0.251809005	-0.106485128
micropaleontologist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.071502773	-0.098630284	-0.176202577	-0.257983987	-0.14675011	-0.150440272	-0.181393329	-0.333380189	-0.363833428	-0.303723865	-0.113086904	0.204576467	0.192934457
microscopist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.085486919	-0.178694048	-0.207467367	-0.217636293	-0.155844626	-0.101995054	-0.166306311	-0.232723336	-0.407721023	-0.271227317	-0.070046875	0.398828435	0.351582655
midwife	2	2	2	2	2	2	2	2	2	2	2	2	2	0.506637435	0.499305659	0.600795945	0.684704643	0.687134598	0.720129149	0.553621252	0.618887175	0.733936193	0.697667816	1.276125526	1.59952198	1.776486844
millwright	1	1	1	2	1	1	1	1	1	1	1	1	2	-0.173602775	-0.248135874	-0.218548555	0.02777448	-0.214307936	-0.139882973	-0.376167059	-0.528980019	-0.603786524	-0.584894235	-0.460620385	-0.191432497	0.04388546
mimeographer	2	2	2	1	2	1	1	1	1	1	2	2	2	0.142647645	0.062423338	0.01634916	-0.005208705	0.06283246	-0.047431749	-0.094978644	-0.174681568	-0.119639926	-0.009299642	0.35843417	0.46461345	0.71089905
miner	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.111491413	-0.227266524	-0.257594495	-0.222145284	-0.078589641	-0.353229448	-0.610062409	-0.443716245	-0.401480857	-0.149888897	0.068039358	0.167188331	0.027151103
minister	1	1	1	1	1	1	1	2	2	2	2	2	1	-0.585911463	-0.458704602	-0.407152407	-0.334100703	-0.344906504	-0.053537639	-0.088669773	0.075175712	0.010513593	0.046157918	0.079645276	0.158971537	-0.412456163
missileman	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.436192918	-0.371907946	-0.331002471	-0.316749926	-0.213016594	-0.232350795	-0.345064144	-0.441828108	-0.500254045	-0.205306067	-0.188019341	0.169955333	-0.141964641
mixologist	2	1	1	1	1	1	1	1	1	1	1	2	2	0.008059601	-0.063831531	-0.163554541	-0.122779611	-0.15372907	-0.232459627	-0.40396901	-0.500095023	-0.434941119	-0.254432799	-0.056856338	0.346034508	0.402236067
mlt	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.069570918	-0.078004323	-0.061220661	-0.10633475	-0.117700819	-0.109823285	-0.172477495	-0.304927884	-0.35398864	-0.541730582	-0.273242247	-0.145394564	-0.330898455
modeler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.168739374	-0.097203373	-0.135393092	-0.282085727	-0.366340675	-0.465923682	-0.540422311	-0.657390507	-0.58918856	-0.524137821	-0.777576781	-0.767735003	-0.937225315
mohel	1	1	1	1	1	1	1	1	1	1	2	1	2	-0.044267988	-0.102936367	-0.057992943	-0.079684528	-0.336536128	-0.271909586	-0.323639427	-0.313484188	-0.274508176	-0.312513998	0.031626521	-0.131385844	0.088139556
molder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.105682102	-0.111779585	-0.259179668	-0.323612693	-0.397887989	-0.545264438	-0.45843096	-0.571839156	-0.447402032	-0.358214458	-0.368125729	-0.475536003	-0.386764392
monologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.175263951	-0.295766598	-0.345611224	-0.42394128	-0.390040726	-0.530566663	-0.500030159	-0.514059247	-0.425507196	-0.466321624	-0.382027724	-0.274407599	-0.825268886
monotyper	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.175199291	-0.283102236	-0.298359288	-0.328854905	-0.319399505	-0.524062431	-0.52448651	-0.495654534	-0.474407533	-0.431831591	-0.305993385	0.05723007	0.187734743
monotypist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.423818772	-0.50505316	-0.472937553	-0.507139393	-0.510323338	-0.316023832	-0.324262556	-0.321453174	-0.339133476	-0.127693583	-0.106568341	0.547964385	0.204637499
mooner	1	1	1	1	2	2	1	1	1	1	1	1	1	-0.134077157	-0.216314424	-0.116185116	-0.057157822	0.07821867	0.033898044	-0.103904389	-0.29056245	-0.415072736	-0.361565894	-0.293666405	-0.202177164	-0.491434696
mopper	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.10336406	-0.133559861	-0.276970098	-0.237683469	-0.35492846	-0.340559119	-0.51478381	-0.554713693	-0.626057433	-0.644626372	-0.189564369	-0.226303415	-0.506574648
morphologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.064822466	-0.267956123	-0.289523675	-0.224292305	-0.1548368	-0.222915309	-0.444112649	-0.439283315	-0.446256106	-0.544908269	-0.423694754	-0.200843978	-0.189957076
mortarman	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.210484573	-0.241700985	-0.325646567	-0.303100762	-0.188886728	-0.174286208	-0.263446909	-0.378341136	-0.615884852	-0.324584359	-0.221061526	0.19117501	-0.286631381
mosaicist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.210649837	-0.343080743	-0.458644194	-0.404326375	-0.550645706	-0.566076995	-0.658061705	-0.72500395	-0.619457377	-0.555722246	-0.626994986	-0.812096571	-1.091292637
moshgiach	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.156307074	-0.146276734	-0.126130832	-0.064054533	-0.215625668	-0.073393645	-0.183635347	-0.278741594	-0.23553523	-0.038353257	0.263807912	0.159402131	-0.198251583
mounter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.20332605	-0.287932199	-0.238029228	-0.282811028	-0.278631905	-0.355894203	-0.347012916	-0.472291	-0.40634223	-0.417347362	-0.382439963	-0.386408057	-0.372260446
moveman	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.394250347	-0.359138666	-0.39792958	-0.275738764	-0.301538267	-0.26400884	-0.332592292	-0.407104683	-0.492561689	-0.354564267	-0.241719384	0.072419118	-0.31425229
mover	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.263197293	-0.221441508	-0.2088887	-0.135723172	-0.237830525	-0.085781429	-0.124709915	-0.245637624	-0.489395658	-0.377557455	-0.364266771	-0.270364941	-0.802010075
movers	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.12336766	-0.146076671	-0.198547031	-0.076034403	-0.240728668	-0.121145382	-0.14049846	-0.233465452	-0.311982964	-0.272776321	-0.261766261	-0.236165539	-0.779167858
msw	2	2	2	2	2	2	1	2	2	2	2	2	2	0.31810101	0.165755858	0.288461649	0.213090863	0.088665576	0.049665273	-0.033931037	0.112728278	0.20897087	0.393800429	0.495839906	0.194067307	0.128303245
msws	2	2	2	2	1	2	1	2	2	2	2	1	2	0.24968864	0.197962113	0.235587726	0.033360954	0.00139905	0.02388361	-0.024323044	0.019946307	0.220829714	0.168994492	0.274785876	-0.068609904	0.163021271
muleser	2	2	2	2	1	1	1	1	1	1	1	2	1	0.066752691	0.013671791	0.056618725	0.037717174	-0.025303363	-0.195765852	-0.290931158	-0.333457039	-0.28461494	-0.34255039	-0.162207682	0.099686698	-0.208970893
multigrapher	1	2	1	2	2	1	1	1	1	1	2	2	1	-0.001347365	0.043445774	-0.01253083	0.038835493	0.0680571	-0.05881711	-0.119875236	-0.027730748	-0.15429198	-0.03414173	0.032538096	0.063232611	-0.03198981
mustanger	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.183675524	-0.089516384	-0.203513374	-0.1632971	-0.214469605	-0.266753838	-0.310651902	-0.553006781	-0.635251923	-0.70932306	-0.646745891	-0.460146801	-0.800668787
mycologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.046546191	-0.076477411	-0.142537903	-0.020319707	-0.114123712	-0.27004301	-0.396904472	-0.489420369	-0.508903435	-0.434599481	-0.404132238	-0.14185047	-0.064175324
nanotechnician	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.189481429	-0.249083244	-0.303351102	-0.285044407	-0.177802609	-0.271234548	-0.362824718	-0.420119645	-0.560178716	-0.513599709	-0.597019328	-0.420998778	-0.226127363
nanotechnologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.234718732	-0.265824629	-0.361266974	-0.457910438	-0.33151187	-0.395899877	-0.464137402	-0.562181516	-0.62466465	-0.54874663	-0.602966977	-0.301893612	-0.205689884
naprapath	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.034218267	-0.013099549	-0.152803792	-0.024249716	-0.115857524	-0.023108447	-0.165584549	-0.39016033	-0.420970874	-0.452522593	-0.57889603	-0.476687081	-0.685081694
naturalist	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.143642413	-0.307636078	-0.36316156	-0.391878925	-0.326032151	-0.155560857	-0.375318963	-0.17446	-0.321201763	-0.10022893	0.151817282	0.029219938	-0.06914654
naturopath	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.0021904	-0.079408187	-0.22811846	-0.149245317	-0.288179608	-0.277015417	-0.380388093	-0.497310764	-0.448545119	-0.416242158	-0.271381559	0.08067698	0.034894853
needlemaker	2	2	2	2	2	2	1	2	1	2	2	2	2	0.337667041	0.392261678	0.355837891	0.326591143	0.119646074	0.072587778	-0.026806808	0.034402905	-0.028427121	0.13315161	0.093541782	0.194368315	0.213861739
needleworker	2	2	2	1	1	2	2	1	1	1	2	2	2	0.016670006	0.005257003	0.003995271	-0.03479595	-0.126008463	0.092413877	0.008032384	-0.095568611	-0.008138479	-0.004187324	0.2541124	0.524731423	0.905251777
negotiator	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.166539088	-0.229454157	-0.27097476	-0.394049089	-0.391523741	-0.395612943	-0.320243982	-0.38568044	-0.283003794	-0.20325245	0.204928433	0.497171117	0.622632087
nematologist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.007532619	-0.118664507	-0.143923156	-0.066696932	-0.159765155	-0.124309572	-0.197472534	-0.247039967	-0.275748551	-0.236039328	-0.107570981	0.303624445	0.244523111
neonatologist	1	1	1	1	1	1	1	1	1	2	2	2	2	-0.08222531	-0.122345974	-0.123379346	-0.107000183	-0.057731856	-0.034707039	-0.097229051	-0.121138639	-0.039936857	0.109302144	0.264861046	0.537706157	0.320345861
nephrologist	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.159005328	-0.237737979	-0.274659997	-0.143601436	-0.219461354	-0.131480079	-0.167345583	-0.275098317	-0.22628015	-0.184852674	-0.226809385	0.010114244	-0.12330398
networker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.140874344	-0.147011857	-0.221942382	-0.166836992	-0.196610854	-0.043412428	-0.202048376	-0.353180401	-0.405737055	-0.406584878	-0.348552471	-0.229246826	-0.47285402
neurobiologist	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.109541937	-0.19510433	-0.299299941	-0.321962579	-0.278750158	-0.172841766	-0.188816286	-0.36624871	-0.380627915	-0.3161489	-0.178264117	0.100776752	0.001564971
neurologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.115954765	-0.212372494	-0.298221487	-0.259591968	-0.277230586	-0.210732095	-0.259979447	-0.431592012	-0.348689735	-0.337766916	-0.230284328	-0.045652196	-0.383614282
neuropathologist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.042018049	-0.202902587	-0.316340216	-0.274245057	-0.280055548	-0.228220349	-0.232128668	-0.34150674	-0.271990644	-0.293750905	-0.129562185	0.093381394	0.135680434
neurophysiologist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.162597412	-0.213232977	-0.300165566	-0.29464948	-0.268804914	-0.188185289	-0.180349016	-0.352963376	-0.367424564	-0.290089153	-0.072561443	0.185170793	0.138943379
neuropsychiatrist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.135456553	-0.214586313	-0.290260474	-0.321613227	-0.401474652	-0.443209297	-0.451724514	-0.543748753	-0.422044241	-0.363209665	-0.269359444	-0.117065063	-0.361231877
neuropsychologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.203308569	-0.311077757	-0.339516484	-0.374228566	-0.401421489	-0.4194136	-0.403387758	-0.538726203	-0.451888546	-0.417243309	-0.231087373	-0.071358038	-0.18177062
neuroradiologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.210607048	-0.278360447	-0.337377074	-0.232115347	-0.324443685	-0.285153745	-0.308596718	-0.406160455	-0.354210703	-0.395128235	-0.432240543	-0.301078666	-0.379805041
neuroscientist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.095761268	-0.20841307	-0.30734855	-0.34283118	-0.281490849	-0.227356824	-0.244705164	-0.411154491	-0.444276588	-0.483524481	-0.414012116	-0.165060761	-0.347280716
neurosurgeon	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.242437041	-0.281309148	-0.325231346	-0.369824159	-0.420693867	-0.334619801	-0.302004289	-0.424317019	-0.349544092	-0.315324814	-0.051880678	0.075166087	0.117161311
neurourologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.140035974	-0.217418703	-0.342247305	-0.282573568	-0.325652856	-0.298987165	-0.326164594	-0.532255117	-0.465516242	-0.416813177	-0.301781244	-0.104756548	-0.369093343
newsagent	1	1	1	1	1	2	2	1	1	1	1	2	2	-0.07582299	-0.109157591	-0.11848732	-0.080341763	-0.105432882	0.067122207	0.031704027	-0.073314905	-0.262228365	-0.238454371	-0.115375378	0.144553124	0.151719046
newsperson	2	2	2	2	2	2	2	1	1	2	2	2	2	0.136965741	0.089073719	0.051980143	0.098140371	0.071534996	0.077275704	0.029995661	-0.01786311	-0.184215498	0.131223065	0.430483198	0.663438848	0.844266909
newswriter	2	2	2	2	1	2	2	2	2	2	2	2	2	0.186431252	0.148910749	0.088795897	0.17786255	-0.034209945	0.122746607	0.076390028	0.070626016	0.056236862	0.302124213	0.826479744	1.22350015	1.224984921
nicker	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.338063313	-0.333383169	-0.438032173	-0.416848533	-0.2553234	-0.247940559	-0.292194544	-0.413367722	-0.422625819	-0.421989527	-0.063266148	0.072576836	0.050477035
nightman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.563551082	-0.511626729	-0.495423444	-0.364994752	-0.271444932	-0.18016343	-0.281409165	-0.361671066	-0.397693368	-0.330846668	-0.168750578	-0.027978684	-0.411352975
nnp	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.10077053	-0.23573795	-0.306235613	-0.257225324	-0.340942262	-0.455333008	-0.400818012	-0.476409012	-0.500343624	-0.726689072	-1.066075239	-1.065890517	-0.873537152
nnps	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.164051324	-0.271962047	-0.374246383	-0.223538328	-0.280936009	-0.492591185	-0.443228436	-0.61795114	-0.663239265	-0.924837575	-1.081113562	-0.900219589	-1.02130418
nocturnist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.090928865	-0.108885603	-0.198661603	-0.217821746	-0.205040828	-0.033365969	-0.159359849	-0.258684771	-0.249503958	-0.122763206	-0.110041376	0.260322325	0.098512928
nodulizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.23077055	-0.388071551	-0.49354067	-0.513739955	-0.655852936	-0.765361287	-0.826476702	-0.828150221	-0.709727137	-0.452299608	-0.454241633	-0.321318753	-0.378743432
normalizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.214552521	-0.095991322	-0.146722994	-0.017433323	-0.074158867	-0.031469993	-0.06840861	-0.159475536	-0.18237629	-0.115105255	-0.121784741	-0.05736752	-0.234906046
notcher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.043133733	-0.061717865	-0.098425541	-0.100395632	-0.199789544	-0.340462906	-0.412169945	-0.542165239	-0.4921293	-0.44682262	-0.280356798	-0.273910378	-0.684207883
noteman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.37328676	-0.407275323	-0.503861709	-0.705315237	-0.573233274	-0.603424093	-0.616389122	-0.648714104	-0.640077593	-0.474990893	-0.137719861	-0.068577651	-0.308578382
notereader	2	1	1	1	1	1	1	1	1	1	1	1	2	0.006283121	-0.029310032	-0.064486791	-0.105683339	-0.142222285	-0.077215711	-0.168016527	-0.236744174	-0.334212689	-0.175659985	-0.07189741	-0.035739641	0.176242383
nozzleman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.258572861	-0.20110674	-0.190321853	-0.255732947	-0.300182875	-0.315944298	-0.417314093	-0.579975788	-0.552656414	-0.517057653	-0.326541372	-0.074095352	-0.180539898
np	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.176346642	-0.353882321	-0.3929479	-0.36581345	-0.597776846	-0.637887023	-0.65520981	-0.610314819	-0.623523741	-0.671026968	-0.646518335	-0.751664096	-0.695754383
nps	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.237253208	-0.2864358	-0.423898612	-0.321550656	-0.371683285	-0.475910787	-0.487176054	-0.660892483	-0.713886479	-0.697895317	-0.664275557	-0.735568686	-1.227568682
nremt	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.221399163	-0.234026956	-0.29152262	-0.187714826	-0.099361379	-0.105724722	-0.048398924	-0.159020567	-0.123240421	-0.185250158	-0.113437108	0.016882006	-0.324549508
numerologist	2	1	1	1	1	1	1	1	1	1	1	2	2	0.036414162	-0.055739995	-0.120215817	-0.183543212	-0.159166491	-0.112063246	-0.237979441	-0.221644739	-0.409316548	-0.332059991	-0.279011379	0.117258516	0.134070049
nurse	2	2	2	2	2	2	2	2	2	2	2	2	2	0.480642142	0.572153653	0.61651153	0.895445792	0.91327702	0.927766094	0.84528732	1.057533812	1.228207279	1.39773654	1.543771832	1.755749066	1.727663603
nurseryperson	2	1	1	2	2	2	2	2	2	2	2	2	2	0.073371101	-0.039851937	0.000257645	0.045174727	0.065308981	0.131301599	0.053390206	0.088074992	0.264181961	0.548938871	0.476506497	0.52521028	0.628431768
nutritionalist	2	1	1	2	2	2	1	1	2	2	2	2	2	0.025924511	-0.018705081	-0.080819991	0.116843159	0.128610707	0.037928713	-0.019214213	-0.045159767	0.090821139	0.170906603	0.544516958	0.6368663	0.241851506
nutritionist	2	1	1	1	1	1	1	1	2	2	2	2	2	0.011744056	-0.086592221	-0.174336073	-0.059239984	-0.082911091	-0.11504369	-0.050151819	-0.11235248	0.073419124	0.25349211	0.677294997	0.764792993	0.609134175
nutritionists	2	1	1	2	1	1	1	1	2	2	2	2	2	0.078726781	0.000818214	-0.064739782	0.045477335	-0.015880589	-0.054239156	-0.009740973	-0.047478747	0.074544161	0.318695415	0.505134992	0.495771513	0.401382878
obstetrician	1	1	1	1	2	1	1	2	2	2	2	2	2	-0.046431814	-0.05570038	-0.103190092	-0.011321322	0.060539764	0.002108758	-0.031991973	0.051290275	0.216742989	0.310725023	0.521439416	0.662211158	0.674501413
oceanologist	2	1	1	2	2	2	1	1	1	1	2	2	2	0.065197072	0.003349227	-0.002734258	0.089189518	0.203470975	0.163914513	-0.06968813	-0.075577924	-0.243274443	-0.011644837	0.0335355	0.239005033	0.410133001
ocularist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.264899242	-0.431029841	-0.542749035	-0.599541897	-0.631714604	-0.56453242	-0.625384403	-0.702335136	-0.643002837	-0.652814243	-0.727874659	-0.466826645	-0.676328319
oenologist	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.205169814	-0.219687368	-0.182974318	-0.251817759	-0.176720095	-0.164277531	-0.234691033	-0.384229049	-0.328681436	-0.265232405	-0.169224418	0.026978988	-0.153944342
offbearer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.058237104	-0.044728986	-0.047099779	-0.142497245	-0.221905812	-0.042111775	-0.08817627	-0.140877522	-0.306973152	-0.321180047	-0.176208712	-0.221943447	-0.270889067
olericulturist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.234068302	-0.310569017	-0.351477329	-0.372753111	-0.466073901	-0.379516295	-0.41249955	-0.459048501	-0.305935868	-0.24652473	-0.14011488	0.008558826	0.189298943
oncologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.047427584	-0.116216832	-0.244792901	-0.209574499	-0.200883969	-0.243181922	-0.339168969	-0.472389563	-0.482715639	-0.479212196	-0.39869387	-0.038422001	-0.361828626
opener	2	2	1	1	1	1	1	1	1	1	1	1	1	0.051685511	0.005451995	-0.108024924	-0.27520221	-0.328173372	-0.16435298	-0.333995008	-0.300884634	-0.409758674	-0.377439556	-0.483813961	-0.756577215	-1.036360399
operater	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.335844846	-0.259271245	-0.288575935	-0.252542045	-0.208326303	-0.360930648	-0.241034046	-0.338548953	-0.449621619	-0.237586755	0.036653659	0.186085726	-0.071484131
operator	1	1	1	1	1	1	1	1	1	2	2	2	2	-0.234137101	-0.272763437	-0.219195508	-0.068819193	-0.032486005	-0.110129103	-0.075439233	-0.137761345	-0.108081305	0.119889734	0.288180841	0.419111972	0.034439483
ophthalmologist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.302538777	-0.398328952	-0.410258953	-0.545950561	-0.560337605	-0.467460521	-0.411306506	-0.40951448	-0.190234376	-0.117531058	-0.114539882	0.109040363	0.291332733
optician	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.261796707	-0.22607022	-0.193347612	-0.089955293	-0.195004558	-0.293148226	-0.438782041	-0.561669617	-0.44048258	-0.349022617	-0.255255703	-0.091732529	-0.668897994
optometrist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.164331381	-0.285326188	-0.256246003	-0.302057942	-0.408530401	-0.466353572	-0.476020788	-0.477875223	-0.433919463	-0.346935217	-0.355716116	-0.01388694	-0.334456999
orchardist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.230617517	-0.399027781	-0.511870487	-0.459001087	-0.517379587	-0.430126734	-0.634629399	-0.697899708	-0.490834473	-0.48454654	-0.329699908	-0.244633098	-0.437524537
orchestrator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.282589845	-0.333663924	-0.375002032	-0.333564024	-0.475947488	-0.484042475	-0.431725198	-0.64241112	-0.523898479	-0.542081199	-0.384822088	-0.088929524	-0.094472107
orderly	2	1	1	1	1	1	1	1	1	1	1	2	1	0.016114446	-0.29148894	-0.167524652	-0.158552382	-0.069740032	-0.087068267	-0.22047785	-0.260188154	-0.441171717	-0.045240202	-0.130337622	0.048396425	-0.115098324
oreman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.277326559	-0.292383342	-0.294920524	-0.40455659	-0.347346868	-0.632895516	-0.630666348	-0.696694378	-0.655571861	-0.778013162	-0.553460567	-0.673220164	-0.764081056
orientor	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.352847408	-0.442088161	-0.490102195	-0.535796353	-0.543635386	-0.556896847	-0.560671697	-0.703979272	-0.675101029	-0.750234695	-0.667714535	-0.752087171	-0.814160207
ornamenter	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.21266248	-0.108908189	-0.079178711	-0.12094206	-0.174200413	-0.133395308	-0.110045447	-0.184681649	-0.277207136	-0.285045938	-0.361031481	-0.12915581	0.01817172
orthodontist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.3101042	-0.374596191	-0.440922032	-0.418031453	-0.412842076	-0.453014266	-0.513299425	-0.498240098	-0.422475614	-0.435789177	-0.313053964	-0.270276516	-0.370100733
orthoptist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.296443497	-0.334992847	-0.398626646	-0.410675091	-0.399262749	-0.380572255	-0.510847548	-0.528006679	-0.546290716	-0.577502207	-0.423933255	-0.222951671	-0.39979124
orthotist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.296935033	-0.357977189	-0.459948504	-0.468573138	-0.390294258	-0.312142187	-0.483235384	-0.492550356	-0.497794148	-0.483040498	-0.352226814	-0.132415124	-0.445277513
osteologist	1	1	2	2	1	1	1	1	1	1	1	1	1	0.003720135	-0.060982221	0.025952816	0.036500767	-0.071608742	-0.214137488	-0.280625803	-0.325050651	-0.438006933	-0.374420272	-0.466968418	-0.286142651	-0.008506314
ota	2	2	1	2	2	2	1	1	1	2	2	2	2	0.021091088	0.058039521	-0.048563293	0.105327317	0.007206475	0.015103092	-0.110556046	-0.132381364	-0.132787015	0.086186596	0.266391839	0.190377504	0.073304333
